Business status,Address,Street name address,Business name,License date,Date of closure
폐업,서울특별시 관악구 신림동 633-45 ,서울특별시 관악구 난곡로30가길 17  (신림동),대림석유,20000814,
폐업,서울특별시 관악구 신림동 514-4 ,서울특별시 관악구 조원로 115-1  (신림동),신림석유,20000807,20110314
폐업,서울특별시 관악구 봉천동 466-87 ,서울특별시 관악구 중앙길 117 (봉천동),관악에너지,20010404,20170612
폐업,서울특별시 관악구 신림동 1422-15 ,서울특별시 관악구 신림로64길 32 (신림동),서울상사,19800428,20160909
폐업,서울특별시 관악구 봉천동 1626-52 ,서울특별시 관악구 관악로12길 97 (봉천동),한미석유,20030521,20150402
폐업,서울특별시 관악구 신림동 302-19 ,서울특별시 관악구 광신길 236 (신림동),대성&서원에너지,20030402,20220105
폐업,서울특별시 관악구 봉천동 706-9 ,서울특별시 관악구 당곡길 37 (봉천동),동양기공사,20031117,20130827
폐업,서울특별시 관악구 신림동 1665 ,서울특별시 관악구 조원로2길 67  (신림동),원익석유,20040323,20110817
폐업,서울특별시 관악구 신림동 511-28 ,서울특별시 관악구 남부순환로151길 52  (신림동),엘지석유,20050805,
폐업,서울특별시 관악구 봉천동 1-894 ,서울특별시 관악구 청림5길 64-3  (봉천동),대호상사,20040809,
폐업,서울특별시 관악구 봉천동 37-82 ,서울특별시 관악구 관악로 260 (봉천동),SK네트웍스(주) 관악로주유소,19920721,20190304
취소/말소/만료/정지/중지,서울특별시 서초구 방배동 563-6 ~7호 ,,순환로주유소,20100514,
취소/말소/만료/정지/중지,서울특별시 서초구 방배동 623-4 ,서울특별시 서초구 남부순환로300길 8 (방배동),남부로주유소,20100514,
취소/말소/만료/정지/중지,서울특별시 서초구 방배동 623-4 ,서울특별시 서초구 남부순환로 2230 (방배동),남부로주유소,20140106,
취소/말소/만료/정지/중지,서울특별시 서초구 방배동 563-6 ,,순환로주유소,20140106,
취소/말소/만료/정지/중지,서울특별시 서초구 방배동 601 ,,만서주유소,20080326,
취소/말소/만료/정지/중지,서울특별시 서초구 방배동 563-6 외 1필지 ,,순환로주유소,20090416,
취소/말소/만료/정지/중지,서울특별시 서초구 서초동 1583-9 ,,(주)하나앤컴파니,19970501,
취소/말소/만료/정지/중지,서울특별시 서초구 방배동 623-4 ,서울특별시 서초구 남부순환로 2230 (방배동),남부로주유소,20090416,
폐업,서울특별시 서초구 양재동 275-6 ,서울특별시 서초구 논현로 87 (양재동),성풍화학(주),20140522,20170314
폐업,서울특별시 서초구 서초동 1486-6 ,서울특별시 서초구 효령로 222  (서초동),동양석유,19720119,
폐업,서울특별시 서초구 서초동 1426-13 ,서울특별시 서초구 남부순환로 2451 (서초동),연일주유소,19951110,
폐업,서울특별시 서초구 방배동 832-36 ,서울특별시 서초구 방배로27길 54-4  (방배동),방배석유,19761013,
폐업,서울특별시 서초구 반포동 736-2 ,서울특별시 서초구 강남대로85길 5 (반포동),(주)대호케미칼,20060713,20181126
폐업,서울특별시 서초구 양재동 265-7 ,서울특별시 서초구 언남11길 7-17 (양재동),(주)신원피엔에프,20060830,20130228
폐업,서울특별시 서초구 서초동 1582-23 ,서울특별시 서초구 반포대로 64 (서초동),(주)서초주유소,20070430,
폐업,서울특별시 서초구 서초동 1582-23 ,서울특별시 서초구 반포대로 64  (서초동),(주)서초주유소,20070430,
폐업,서울특별시 서초구 서초동 1582-23 ,서울특별시 서초구 반포대로 64  (서초동),(주)서초주유소,20070430,
폐업,서울특별시 서초구 서초동 1582-23 ,서울특별시 서초구 반포대로 64  (서초동),(주)서초주유소,20070430,
폐업,서울특별시 서초구 방배동 754-1 롯데캐슬헤론오피스텔 106-420 ,"서울특별시 서초구 동광로1길 112 (방배동, 롯데캐슬헤론오피스텔 106-420)",(주)에스알에프씨( SR F.  C),20070511,20120525
폐업,서울특별시 서초구 내곡동 금원B/D 609호 ,,가주씨아이,20070627,20090218
폐업,서울특별시 서초구 양재동 288-3 산모롱 빌딩 202호 ,"서울특별시 서초구 논현로 43, 202호 (양재동)",제이씨올레오켐(주),20070928,20121227
폐업,서울특별시 서초구 양재동 229 ,서울특별시 서초구 헌릉로 48 (양재동),(주)농협유통하나로주유소,19921006,20190630
폐업,서울특별시 서초구 양재동 334-7 ,서울특별시 서초구 강남대로8길 67  (양재동),서울에너지,19931011,20100615
폐업,서울특별시 서초구 방배동 945-7 ,서울특별시 서초구 서초대로 52 (방배동),만국주유소,19930302,20191024
폐업,서울특별시 서초구 서초동 1439-2 ,서울특별시 서초구 효령로 346 (서초동),한마음주유소,19930420,20180903
폐업,서울특별시 서초구 양재동 291-24 ,서울특별시 서초구 동산로13길 12 (양재동),언남주유소,19930529,
폐업,서울특별시 서초구 양재동 393-1 ,서울특별시 서초구 논현로 23  (양재동),(주)중앙유업,19880801,
폐업,서울특별시 서초구 양재동 85 ,서울특별시 서초구 논현로27길 15 (양재동),양재석유,19890428,20140407
폐업,서울특별시 서초구 서초동 1564-2 ,서울특별시 서초구 서초대로48길 103  (서초동),서초대성석유,19891031,20100205
폐업,서울특별시 서초구 반포동 44-4 ,서울특별시 서초구 서초중앙로 195  (반포동),삼풍석유주유소,19900529,20110610
폐업,서울특별시 서초구 방배동 780-37 ,서울특별시 서초구 동광로7길 43 (방배동),이수석유,19910531,20120307
폐업,서울특별시 서초구 방배동 488-6 ,서울특별시 서초구 남부순환로 2205  (방배동),방배주유소,19801211,
폐업,서울특별시 서초구 방배동 750-20 ,서울특별시 서초구 사평대로 12 (방배동),현대오일뱅크(주)직영반포셀프주유소,19760504,20211018
폐업,서울특별시 서초구 서초동 1354-3 ,서울특별시 서초구 남부순환로 2547  (서초동),협신석유(주)대정주유소,19760402,
폐업,서울특별시 서초구 방배동 464-31 ,서울특별시 서초구 청두곶길 41  (방배동),(주)대아석유,19781109,
폐업,"서울특별시 서초구 양재동 225,226 ",,(주)파이시티,19890530,
폐업,서울특별시 서초구 양재동 14-1 ,서울특별시 서초구 강남대로 206 (양재동),(주)동원석유지점 강남대로 주유소,19930530,
폐업,서울특별시 서초구 서초동 1460-21 ,서울특별시 서초구 반포대로 33 (서초동),현대오일뱅크(주)직영서초현대주유소,19931229,20190725
폐업,서울특별시 서초구 방배동 936-12 ,서울특별시 서초구 방배로 151 (방배동),(주)대신성에너지,19931229,20181201
폐업,서울특별시 서초구 서초동 1449-9 ,서울특별시 서초구 반포대로4길 58  (서초동),타이거오일(주)서초주유소,19931229,
폐업,서울특별시 서초구 서초동 1550-11 ,서울특별시 서초구 서초대로46길 38  (서초동),태양석유,19941111,
폐업,서울특별시 서초구 서초동 1491-8 ,서울특별시 서초구 명달로11길 6  (서초동),유천주유소,19920616,
폐업,서울특별시 서초구 방배동 810-1 ,서울특별시 서초구 방배로 218  (방배동),대양주유소,19890704,
폐업,서울특별시 서초구 서초동 1699-8 ,서울특별시 서초구 서초중앙로 160  (서초동),엘지칼텍스정유(주)사계절주유소,19941230,
폐업,서울특별시 서초구 방배동 490-1 ,서울특별시 서초구 남부순환로 2221 (방배동),까치고개주유소,19940304,20120831
폐업,서울특별시 서초구 양재동 88-8 ,서울특별시 서초구 양재천로29길 8  (양재동),대호석유판매,19950429,20080730
폐업,서울특별시 서초구 양재동 275-4 트윈오피스텔 비동 1611호,"서울특별시 서초구 마방로10길 15, 비동 1611호 (양재동,트윈오피스텔)",영수화학(주),20041102,
폐업,서울특별시 서초구 서초동 1359-35 보일빌딩 602호 ,"서울특별시 서초구 서운로 26-1  (서초동,보일빌딩 602호)",(주)누리코퍼레이션,20060413,20080212
폐업,서울특별시 서초구 방배동 795-16 ,서울특별시 서초구 방배로 231 (방배동),삼호주유소,19960919,20140430
폐업,서울특별시 강남구 역삼동 808.858-45 ,,태홍주유소,19940804,
폐업,서울특별시 서초구 반포동 738-39 ,서울특별시 서초구 사평대로55길 24  (반포동),강남한일석유,19970214,20020708
폐업,서울특별시 서초구 양재동 17-39 ,서울특별시 서초구 바우뫼로39길 49  (양재동),(주)성원에너지,19980831,
폐업,서울특별시 서초구 서초동 1469-17 ,서울특별시 서초구 명달로4길 42-9 (서초동),동양석유,20010521,20200701
폐업,서울특별시 서초구 반포동 703-19 ,서울특별시 서초구 신반포로42길 11 (반포동),조양석유상사,20011017,20191126
폐업,서울특별시 서초구 방배동 816-2 ,서울특별시 서초구 서초대로19길 94 (방배동),광천석유,20020618,
폐업,서울특별시 강동구 성내동 삼성아파트 201동 1102호 ,,광천석유,20020618,20140407
폐업,서울특별시 서초구 방배동 982-2 ,서울특별시 서초구 방배로 57  (방배동),성구상사,20030604,
폐업,서울특별시 서초구 잠원동 76 한신시티21 909호 ,"서울특별시 서초구 반포대로 316 (잠원동, 한신시티 21  909호)",필캠코리아,20030716,20181204
폐업,서울특별시 서초구 서초동 1625-2 CSM빌딩타호비지니스센터 310호 ,"서울특별시 서초구 사임당로 50 (서초동, CMS빌딩 301호)",케미랜드,20060529,20181129
폐업,서울특별시 서초구 서초동 1714-5 ,서울특별시 서초구 서초중앙로 151 (서초동),지에스칼텍스(주)서일점주유소,19920612,20130319
폐업,서울특별시 서초구 양재동 247-9 ,서울특별시 서초구 언남1길 18  (양재동),경동석유,19900904,
폐업,서울특별시 서초구 서초동 1589-5 센츄리오피스텔501 ,"서울특별시 서초구 반포대로14길 30  (서초동,센츄리오피스텔501)",지엘코퍼레이션,20020529,
폐업,서울특별시 서초구 방배동 833-32 ,서울특별시 서초구 방배로27길 46  (방배동),대신유화,20020722,
폐업,서울특별시 서초구 서초동 1303-34 백암구관 504호,"서울특별시 서초구 강남대로 459,  504호 (서초동,백암구관)",대륭피.엠,20021128,
폐업,서울특별시 서초구 양재동 312-1 ,서울특별시 서초구 언남길 21  (양재동),(주)세정석유,19910926,
폐업,서울특별시 서초구 잠원동 47-6 ,서울특별시 서초구 신반포로 301 (잠원동),신동주유소,19920506,20120529
폐업,서울특별시 서초구 양재동 106-5 ,서울특별시 서초구 바우뫼로 124 (양재동),바우뫼주유소,19920506,20180305
폐업,서울특별시 서초구 반포동 707-4 ,,남강주유소,19920506,
폐업,서울특별시 서초구 서초동 1577-12 ,서울특별시 서초구 서초중앙로 91 (서초동),서울주유소,19920616,20210421
폐업,서울특별시 서초구 우면동 32 ,서울특별시 서초구 바우뫼로11길 60  (우면동),대호석유판매,19810131,
폐업,서울특별시 서초구 방배동 935-42 ,서울특별시 서초구 방배로 137  (방배동),현대오일뱅크(주)삼익주유소,19820402,
폐업,서울특별시 서초구 방배동 1007-4 ,서울특별시 서초구 남부순환로 2335  (방배동),은행나무주유소,19841023,
폐업,서울특별시 서초구 양재동 352-7 ,서울특별시 서초구 강남대로2길 24 (양재동),(주)대호유류판매,19891203,20140407
영업/정상,서울특별시 서초구 양재동 356-7,서울특별시 서초구 강남대로2길 39 (양재동),현대석유얼음,1989-06-15,
영업/정상,서울특별시 서초구 방배동 2833 ,서울특별시 서초구 과천대로 838 (방배동),(주)대농석유 남태령주유소,19960712,
영업/정상,서울특별시 서초구 반포동 19-6 ,서울특별시 서초구 신반포로 222 (반포동),대성산업(주)터미널주유소,19760826,
영업/정상,서울특별시 서초구 양재동 81 ,서울특별시 서초구 바우뫼로 178 (양재동),서울석유(주)양재주유소,19841122,
영업/정상,서울특별시 서초구 반포동 111-2,서울특별시 서초구 사평대로 94 (반포동),신반포주유소,19760504,
영업/정상,서울특별시 서초구 방배동 475-17 ,서울특별시 서초구 효령로 29 (방배동),방배동주유소,19930426,
영업/정상,서울특별시 서초구 서초동 1519-6 ,서울특별시 서초구 명달로16길 33 (서초동),서초에너지,19870528,
영업/정상,서울특별시 서초구 방배동 857-12 ,서울특별시 서초구 방배중앙로 96 (방배동),방배에너지,19880723,
영업/정상,서울특별시 서초구 반포동 19-2 ,서울특별시 서초구 반포대로 284 (반포동),대성산업(주)강남주유소,19760528,
영업/정상,서울특별시 서초구 서초동 1303-1 ,서울특별시 서초구 사평대로 364 (서초동),에너지플러스 허브 삼방,19760511,
영업/정상,서울특별시 서초구 서초동 1719-1 ,서울특별시 서초구 반포대로 142 (서초동),대신석유(주) 서원주유소,19791101,
영업/정상,서울특별시 서초구 양재동 203 ,서울특별시 서초구 매헌로 72 (양재동),태건석유(주)양재최고주유소,19931018,
영업/정상,서울특별시 서초구 방배동 765-8 ,서울특별시 서초구 동작대로 206 (방배동),지에스칼텍스(주) 선천주유소,19931229,
영업/정상,서울특별시 서초구 서초동 1536-15,서울특별시 서초구 반포대로 69 (서초동),서초꽃마을주유소,19920616,
영업/정상,서울특별시 서초구 양재동 356-8 ,서울특별시 서초구 강남대로6길 44-15 (양재동),(주)세경에너지산업,20020425,
영업/정상,서울특별시 강남구 역삼동 721-20 외2필지,서울특별시 강남구 언주로 423 (역삼동),극동유화(주) 개나리주유소,1992-04-14,
영업/정상,서울특별시 서초구 서초동 1426-13,서울특별시 서초구 남부순환로 2451 (서초동),대성석유(주)연일주유소,1995-11-10,
영업/정상,서울특별시 서초구 서초동 1438-2,서울특별시 서초구 효령로 356 (서초동),에쓰-오일(주)오토테크주유소,1994-09-27,
영업/정상,서울특별시 서초구 서초동 1464-18,서울특별시 서초구 남부순환로 2391 (서초동),극동유화(주) 전당앞주유소,1992-06-12,
영업/정상,서울특별시 서초구 반포동 730-30 4통3반 1층호,"서울특별시 서초구 주흥5길 6, 1층 (반포동)",서울에너지,20040520,
영업/정상,서울특별시 서초구 반포동 743-4 ,서울특별시 서초구 주흥3길 26 (반포동),대한에너지,20021109,
영업/정상,서울특별시 서초구 방배동 1038 대우프라자 204호 ,"서울특별시 서초구 효령로 92 (방배동, 대우프라자 204호)",(주)호천케미칼,20030318,
영업/정상,서울특별시 서초구 양재동 2-39 ,서울특별시 서초구 남부순환로 2650 (양재동),말죽거리주유소,19910408,
영업/정상,서울특별시 서초구 양재동 4-18 ,서울특별시 서초구 바우뫼로 219 (양재동),중앙주유소,19920506,
영업/정상,서울특별시 서초구 양재동 216 ,서울특별시 서초구 양재대로 173 (양재동),대신석유(주) 대우주유소,19840908,
영업/정상,서울특별시 강남구 역삼동 702-1 KODECO TOWER ,"서울특별시 강남구 테헤란로43길 8, KODECO TOWER (역삼동)",(주)엘케이피앤피,20191021,
영업/정상,서울특별시 강남구 논현동 8-11 ,서울특별시 강남구 논현로 747 (논현동),(주)에스에스모터스 논현주유소 지점,19890523,
폐업,서울특별시 서초구 방배동 983-40,서울특별시 서초구 방배로 66 (방배동),선우상사 Q엔느,19890704,
영업/정상,서울특별시 서초구 방배동 810-21 810-22호,서울특별시 서초구 방배로 214 (방배동),한독주유소,20030219,
영업/정상,서울특별시 서초구 내곡동 338-1,서울특별시 서초구 헌릉로 177 (내곡동),남선석유(주)헌릉로주유소,19960130,
영업/정상,서울특별시 강남구 대치동 904-13 ,서울특별시 강남구 역삼로 449 (대치동),GS동원석유,19850419,
영업/정상,서울특별시 서초구 잠원동 13-6,서울특별시 서초구 나루터로 83 (잠원동),지에스칼텍스(주)남서울주유소,1984-04-02,
폐업,서울특별시 강남구 논현동 66-34 ,서울특별시 강남구 도산대로30길 24  (논현동),대성칼텍스(주),19800819,20100616
영업/정상,서울특별시 강남구 도곡동 552-15 EVERRICH ,"서울특별시 강남구 강남대로58길 61, EVERRICH (도곡동)",슈프림에너지(주),20180629,
영업/정상,서울특별시 강남구 개포동 1263-5 ,서울특별시 강남구 개포로31길 19 (개포동),태융에너지,20010903,
영업/정상,서울특별시 강남구 도곡동 543-2 SK 진달래주유소,서울특별시 강남구 도곡로 208 (도곡동),SK에너지(주)진달래주유소,19890620,
영업/정상,서울특별시 강남구 역삼동 785-17 외2필지,"서울특별시 강남구 도곡로 249 (역삼동,외2필지)",(주)잠실에너지 명품주유소,1995-01-27,
영업/정상,서울특별시 서초구 원지동 10-16 외 7필지,서울특별시 서초구 양재대로12길 73-71 (원지동),(주)에이치앤디이 서울만남의광장주유소,1989-10-04,
영업/정상,서울특별시 강남구 삼성동 52-9 삼성리치빌 101호,서울특별시 강남구 학동로82길 6 (삼성동),(주)성일화공,20090204,
영업/정상,서울특별시 강남구 역삼동 720-25 대우디오빌 역삼 917호 ,"서울특별시 강남구 언주로 427 (역삼동,대우디오빌 역삼 917호)",(주)와이앤텍,20031021,
영업/정상,서울특별시 강남구 수서동 724 로즈데일오피스텔 1416호 ,"서울특별시 강남구 광평로 280 (수서동,로즈데일오피스텔 1416호)",에스피켐(주),20031126,
폐업,서울특별시 강남구 삼성동 71-9 ,서울특별시 강남구 봉은사로 503 (삼성동),sK네트웍스(주) 오천주유소,19800424,
취소/말소/만료/정지/중지,서울특별시 강남구 역삼동 702-10 아남타워빌딩920호 ,"서울특별시 강남구 테헤란로 311 (역삼동,아남타워빌딩920호 )",(주)켐스코,20020708,
취소/말소/만료/정지/중지,서울특별시 강남구 개포동 1163-2 ,서울특별시 강남구 논현로 12 (개포동),대한석유,19931230,
취소/말소/만료/정지/중지,서울특별시 강남구 도곡동 942-2 세원빌딩402호 ,,(주)씨티오일,20040810,
폐업,서울특별시 강남구 역삼동 734-15 ,서울특별시 강남구 역삼로 205 (역삼동),역삼주유소(주),19940726,
폐업,서울특별시 강남구 역삼동 702-2 삼성제일빌딩 1406호 ,서울특별시 강남구 테헤란로 309 (역삼동),(주)켐넷,20020426,20190807
폐업,서울특별시 강남구 역삼동 726-13 ,서울특별시 강남구 논현로 426 (역삼동),지에스칼텍스(주)역삼주유소,19890523,20180531
폐업,서울특별시 강남구 청담동 98-8 ,서울특별시 강남구 도산대로 459  (청담동),로데오주유소,19890705,20110125
폐업,서울특별시 강남구 포이동 212-6 ,,포이동주유소,19890705,
폐업,서울특별시 강남구 삼성동 71-9 ,서울특별시 강남구 봉은사로 503 (삼성동),SK네트웍스(주)오천주유소,19900424,
폐업,서울특별시 강남구 역삼동 831-23 ,서울특별시 강남구 강남대로 350  (역삼동),대원주유소,19900828,
폐업,서울특별시 강남구 대치동 942-4 ,서울특별시 강남구 삼성로 434  (대치동),미래주유소,19900618,20090911
폐업,서울특별시 강남구 포이동 186-2 ,,주)옥천석유,19911011,
폐업,서울특별시 강남구 역삼동 689-6 ,서울특별시 강남구 언주로 536  (역삼동),대종주유소,19910516,
폐업,서울특별시 강남구 개포동 1164-2 ,,세진에너지(주)개포주유소,19910429,
폐업,서울특별시 강남구 청담동 98-8 ,,로데오주유소,19911220,20110125
폐업,서울특별시 강남구 일원동 678-8 ,서울특별시 강남구 양재대로33길 26  (일원동),동남정유상사,19920312,
폐업,서울특별시 강남구 신사동 592-2 ,서울특별시 강남구 논현로 828 (신사동),만세주유소,19920414,
폐업,서울특별시 강남구 논현동 236-9 ,서울특별시 강남구 봉은사로 223  (논현동),논현제일주유소,19920414,
폐업,서울특별시 강남구 역삼동 765 ,서울특별시 강남구 도곡로57길 18 (역삼동),동일석유,19750213,
폐업,서울특별시 강남구 역삼동 706-18 ,서울특별시 강남구 언주로90길 12  (역삼동),금방석유,19750708,20070423
폐업,서울특별시 강남구 논현동 94 ,서울특별시 강남구 도산대로 334  (논현동),영동주유소,19760327,
폐업,서울특별시 강남구 청담동 131-5 ,,대호주유소,19760517,
폐업,서울특별시 강남구 신사동 660-6 ,서울특별시 강남구 압구정로 330 (신사동),한양석유,19791206,
폐업,서울특별시 강남구 삼성동 162-7 ,서울특별시 강남구 봉은사로 632  (삼성동),삼성석유,19800116,20090908
폐업,서울특별시 강남구 역삼동 605-7 ,서울특별시 강남구 봉은사로24길 8  (역삼동),대동석유,19820422,
폐업,서울특별시 강남구 역삼동 836-69 ,서울특별시 강남구 도곡로7길 11 (역삼동),현대석유얼음,19820422,20161010
폐업,서울특별시 강남구 신사동 590-16 ,서울특별시 강남구 논현로152길 13  (신사동),신사석유,19830823,
폐업,서울특별시 강남구 대치동 940-13 ,서울특별시 강남구 도곡로 435  (대치동),동원주유소,19841015,
폐업,서울특별시 강남구 개포동 167-9 ,서울특별시 강남구 선릉로 34 (개포동),동일석유(주)직영 남부주유소,19841226,20200803
폐업,서울특별시 강남구 도곡동 543-2 ,서울특별시 강남구 도곡로 208 (도곡동),에스케이네트웍스(주)진달래주유소,19850620,20120216
폐업,서울특별시 강남구 논현동 183-8 ,서울특별시 강남구 강남대로118길 26  (논현동),조양석유,19861004,
폐업,서울특별시 강남구 논현동 141-17 ,서울특별시 강남구 학동로4길 8  (논현동),영광석유,19861110,
폐업,서울특별시 강남구 대치동 50-8 대치동주유소 ,서울특별시 강남구 영동대로 202 (대치동),동일석유(주)대치동 주유소,19870718,20180129
폐업,서울특별시 강남구 대치동 50-8 ,서울특별시 강남구 영동대로 202 (대치동),대치동주유소,19870718,20180129
폐업,서울특별시 강남구 신사동 547-12 ,서울특별시 강남구 압구정로14길 24  (신사동),삼보석유,19891109,
폐업,서울특별시 강남구 논현동 211-14 ,,SK네트웍스(주)강남주유소,19890201,20100727
폐업,서울특별시 강남구 역삼동 654-4 ,서울특별시 강남구 언주로 559 (역삼동),(주)시티글로벌,19940411,20180309
폐업,서울특별시 강남구 신사동 583-3 ,서울특별시 강남구 논현로 841  (신사동),현대주유소,19940427,
폐업,서울특별시 강남구 청담동 72 ,서울특별시 강남구 영동대로 703 (청담동),SK네트웍스(주)국제주유소,19940427,
폐업,서울특별시 강남구 논현동 60-4 ,,학동주유소,19940513,
폐업,서울특별시 강남구 논현동 66-34 ,서울특별시 강남구 도산대로30길 24  (논현동),영동석유상사,19960212,
폐업,서울특별시 강남구 삼성동 113-4 ,,코엑스플라자,19920414,20110502
폐업,서울특별시 강남구 삼성동 91-28 29호 ,서울특별시 강남구 영동대로 620 (삼성동),동성주유소,19920414,20160322
폐업,서울특별시 강남구 논현동 89-11 ,서울특별시 강남구 학동로 229 (논현동),논현동주유소,20010314,
폐업,서울특별시 강남구 논현동 209-1 ,서울특별시 강남구 학동로 224  (논현동),학동로 주유소,20020114,
폐업,서울특별시 강남구 포이동 164-2 ,,개포주유소,20010614,
폐업,서울특별시 강남구 논현동 203-1 ,,(주)진세상사,20010515,20151223
폐업,서울특별시 강남구 신사동 626-78 ,서울특별시 강남구 도산대로37길 26 (신사동),대성석유,20011114,
폐업,서울특별시 강남구 역삼동 837-12 서우빌딩 13층 ,"서울특별시 강남구 강남대로 314 (역삼동,서우빌딩 13층)",로지트코퍼레이션(주),20010706,
폐업,서울특별시 강남구 논현동 211-4 ,서울특별시 강남구 학동로38길 17 (논현동),(주)미륭상사 강남주유소,20010908,20081231
폐업,서울특별시 강남구 논현동 211-14 ,,SK글로벌,20010913,20100727
폐업,서울특별시 강남구 대치동 938 삼환아르누보2 519호 ,,대한에너비스(주),20020927,
폐업,서울특별시 강남구 논현동 90-7 ,서울특별시 강남구 학동로 233  (논현동),(주)유원인텍,20020528,
폐업,서울특별시 강남구 대치동 996-1 미래에셋벤처타워 9층 ,"서울특별시 강남구 테헤란로 620 (대치동,미래에셋벤처타워 9층)",(주)비즈엠알오,20020831,
폐업,서울특별시 강남구 논현동 188-8 ,서울특별시 강남구 강남대로120길 76 (논현동),삼성석유,20020827,
폐업,서울특별시 강남구 논현동 188-8 ,서울특별시 강남구 강남대로120길 76 (논현동),삼성석유,20020827,20200421
폐업,서울특별시 강남구 논현동 68-5 ,서울특별시 강남구 언주로147길 27 (논현동),세방석유,20031002,
폐업,서울특별시 강남구 논현동 201-14 ,서울특별시 강남구 봉은사로 107 (논현동),성원주유소,19931219,20140401
폐업,서울특별시 강남구 도곡동 946-1 ,서울특별시 강남구 강남대로 284  (도곡동),삼호주유소,19931229,
폐업,서울특별시 강남구 청담동 53-5 ,서울특별시 강남구 도산대로 546  (청담동),리베라주유소,19931229,20070817
폐업,서울특별시 강남구 논현동 198-10 ,서울특별시 강남구 강남대로114길 20  (논현동),삼방석유,19940226,
폐업,서울특별시 강남구 신사동 588-18 ,서울특별시 강남구 도산대로 223  (신사동),도산공원주유소,19940121,
폐업,서울특별시 강남구 청담동 131-17 ,서울특별시 강남구 영동대로 726 (청담동),SK네트웍스(주)오토조이주유소,19940228,20130327
폐업,서울특별시 강남구 도곡동 942-3 ,서울특별시 강남구 도곡로 122  (도곡동),(주)신세기오일직영뱅뱅주유소,19920414,
폐업,서울특별시 강남구 포이동 239-17 ,,문화주유소,19920414,
폐업,서울특별시 강남구 청담동 72-1 ,,우전주유소,19920414,
폐업,서울특별시 강남구 논현동 5-6 ,서울특별시 강남구 도산대로 142 (논현동),신사주유소,19920414,
폐업,서울특별시 강남구 대치동 987-17 ,서울특별시 강남구 도곡로 521  (대치동),훼미리주유소,19921012,
폐업,서울특별시 강남구 논현동 241-1 ,서울특별시 강남구 학동로 338  (논현동),LG스타주유소,19921230,
폐업,서울특별시 강남구 역삼동 605-7 ,서울특별시 강남구 봉은사로24길 8 (역삼동),대동석유,19931115,
폐업,서울특별시 강남구 삼성동 163-1 ,서울특별시 강남구 봉은사로 644 (삼성동),프리웨이주유소,19930517,20090429
폐업,서울특별시 강남구 논현동 205-5 수산빌딩 ,서울특별시 강남구 봉은사로 151 (논현동),(주)케이씨엔에이,20071018,
폐업,서울특별시 강남구 삼성동 109-1 인우빌딩 4층 ,"서울특별시 강남구 영동대로112길 42 (삼성동,인우빌딩 4층)",(주)비즈엠알오,20080123,20190903
폐업,서울특별시 강남구 역삼동 705-1 ,서울특별시 강남구 테헤란로 327  (역삼동),(주)씨엔에프엘,20080205,
폐업,서울특별시 강남구 수서동 716 사이룩스오피스텔 서관 1006호,"서울특별시 강남구 광평로 295, 1006호 (수서동,사이룩스오피스텔 서관)",성호교역(주),20080423,20121227
폐업,서울특별시 강남구 역삼동 798-26 손덕빌딩5층 ,"서울특별시 강남구 논현로63길 17  (역삼동,손덕빌딩5층)",(주)알티브이몬스터,20081222,20091007
폐업,서울특별시 강남구 논현동 175-2 ,서울특별시 강남구 논현로 637  (논현동),용정제1주유소,19930902,
폐업,서울특별시 강남구 대치동 948-7 ,서울특별시 강남구 테헤란로98길 33 (대치동),SK네트웍스(주)대치주유소,19930913,20110322
폐업,서울특별시 강남구 논현동 87-1 ,서울특별시 강남구 논현로 704  (논현동),우성주유소,19931130,
폐업,서울특별시 강남구 역삼동 733-20 ,서울특별시 강남구 역삼로 227  (역삼동),서진주유소,19931229,
폐업,서울특별시 강남구 역삼동 652-2 ,서울특별시 강남구 봉은사로 222 (역삼동),SK서광그린주유소,19931229,20180213
폐업,서울특별시 강남구 청담동 72-1 ,서울특별시 강남구 학동로 521 (청담동),청담주유소,20030218,20091231
폐업,서울특별시 강남구 수서동 713 현대벤처빌 713 ,"서울특별시 강남구 밤고개로1길 10  (수서동,현대벤처빌 713)",OLEMO상사,20030226,
폐업,서울특별시 강남구 삼성동 113-8 석수빌딩 3층 ,"서울특별시 강남구 봉은사로 434  (삼성동,석수빌딩 3층)",후성물산(주),20030326,20090916
폐업,서울특별시 강남구 역삼동 789-17 ,서울특별시 강남구 논현로71길 26 (역삼동),경일실업,20030425,
폐업,서울특별시 강남구 역삼동 837-11 유니온센타 613호 ,"서울특별시 강남구 강남대로 310  (역삼동,유니온센타 613호)",CTN상사,20030903,
폐업,서울특별시 강남구 논현동 112 ,서울특별시 강남구 학동로47길 16  (논현동),금방대성석유,20040811,20110822
폐업,서울특별시 강남구 수서동 713 현대벤처빌 1415호 ,"서울특별시 강남구 밤고개로1길 10  (수서동,현대벤처빌 1415호)",재이통상(주),20040426,20111214
폐업,서울특별시 강남구 도곡동 942-2 세원빌딩 402호,서울특별시 강남구 도곡로 120 (도곡동),(주)씨티화학,20041202,20130516
폐업,서울특별시 강남구 역삼동 784-7,서울특별시 강남구 언주로 307 (역삼동),에스케이에너지(주)매봉주유소,1993-05-17,2023-09-27
폐업,서울특별시 강남구 논현동 277-23,서울특별시 강남구 봉은사로 311 (논현동),SK네트웍스(주)동우주유소,19920414,
