"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"1639";"폐업";"서울특별시 마포구 도화동 357 9통2반 현대아파트 111동 904호";"서울특별시 마포구 새창로 52, 111동 904호 (도화동,현대아파트)";"영케미칼";2004-10-15;"20210818"
"1640";"폐업";"서울특별시 마포구 아현동 737 SK허브블루 1520 ";"서울특별시 마포구 마포대로 204 (아현동, SK허브블루 1520)";"영케미주식회사";2004-10-15;"20120516"
"1641";"폐업";"서울특별시 영등포구 문래동5가 대륭오피스텔 1101호";NA;"씨제이켐-주";2004-10-15;"20160309"
"1642";"폐업";"서울특별시 영등포구 당산동6가 121-144 ";NA;"협성화학상사";2004-10-19;NA
"1643";"폐업";"서울특별시 서초구 양재동 275-4 트윈오피스텔 비동 1611호";"서울특별시 서초구 마방로10길 15, 비동 1611호 (양재동,트윈오피스텔)";"영수화학(주)";2004-11-02;NA
"1644";"폐업";"서울특별시 양천구 신정동 1014-2 도림빌딩 601 ";"서울특별시 양천구 신월로 374  (신정동,도림빌딩 601)";"(주)삼양화인";2004-11-12;"20090311"
"1645";"폐업";"서울특별시 영등포구 영등포동7가 48-1 ";"서울특별시 영등포구 영중로 85  (영등포동7가)";"주-대호케미칼";2004-11-18;NA
"1646";"영업/정상";"서울특별시 강동구 천호동 449-49 힐탑오피스텔 625호";"서울특별시 강동구 천호대로 1073,  625호 (천호동,힐탑오피스텔)";"남경상사";2004-11-23;NA
"1647";"폐업";"서울특별시 강남구 도곡동 942-2 세원빌딩 402호";"서울특별시 강남구 도곡로 120 (도곡동)";"(주)씨티화학";2004-12-02;"20130516"
"1648";"폐업";"서울특별시 양천구 신월동 438-1 ";"서울특별시 양천구 남부순환로 527  (신월동)";"하나물산";2004-12-17;NA
"1649";"영업/정상";"서울특별시 구로구 구로동 604-19 삼영제2빌딩 405호 ";"서울특별시 구로구 경인로 565  (구로동,삼영제2빌딩 405호)";"동성케미칼(주)";2004-12-23;NA
"1650";"영업/정상";"서울특별시 영등포구 양평동5가 6-4";"서울특별시 영등포구 양평로27길 31-1 (양평동5가)";"(주)동일세기";2005-01-17;NA
"1651";"폐업";"서울특별시 구로구 구로동 98-16 현대오피스텔 202호 ";"서울특별시 구로구 구로중앙로18길 5  (구로동,현대오피스텔 202호)";"(주)명진글로벌";2005-01-28;NA
"1652";"폐업";"서울특별시 노원구 중계동 360-2 8통7반 청구아파트 105동 1304호";NA;"인산케미컬";2005-01-28;NA
"1653";"폐업";"서울특별시 마포구 도화동 555 ";"서울특별시 마포구 마포대로 33 (도화동)";"(주)디피켐";2005-03-29;"20131227"
"1654";"폐업";"서울특별시 강북구 미아동 130-11 ";"서울특별시 강북구 도봉로34길 37 (미아동)";"GS정유";2005-04-07;NA
"1655";"폐업";"서울특별시 영등포구 대림동 689-1 대경빌딩 3층 303호";"서울특별시 영등포구 대림로 198,  303호 (대림동,대경빌딩 3층)";"월드앤미-주";2005-04-14;NA
"1656";"영업/정상";"서울특별시 중랑구 면목동 132-21 ";"서울특별시 중랑구 봉우재로 100 (면목동)";"경동에너지 판매";2005-04-19;NA
"1657";"영업/정상";"서울특별시 강서구 방화동 488-1 ";"서울특별시 강서구 양천로 57 (방화동)";"개화주유소";2005-04-25;NA
"1658";"폐업";"서울특별시 광진구 자양동 679-30 ";"서울특별시 광진구 자양로 45  (자양동)";"(주)대성인터텍";2005-04-26;NA
"1659";"폐업";"서울특별시 중랑구 상봉동 100, 160-6 ";"서울특별시 중랑구 망우로 311 (상봉동)";"(주)정원EDS 망우주유소";2005-05-09;NA
"1660";"폐업";"서울특별시 영등포구 당산동5가 12 효성아파트 104동 1006호";"서울특별시 영등포구 당산로42길 13, 104동 1006호 (당산동5가,효성아파트)";"(주)비케이씨오알피";2005-05-11;NA
"1661";"폐업";"서울특별시 구로구 궁동 208-16 ";"서울특별시 구로구 부일로15길 29  (궁동)";"한전석유";2005-05-13;"20100628"
"1662";"폐업";"서울특별시 광진구 자양동 779-11 현대하이엘 402호";"서울특별시 광진구 자양로 113,  402호 (자양동,현대하이엘)";"(주)아신케미칼";2005-05-25;NA
"1663";"폐업";"서울특별시 강동구 천호동 51-1 거송빌딩302 ";"서울특별시 강동구 양재대로121길 7  (천호동,거송빌딩302)";"삼호케미칼(주)";2005-05-25;NA
"1664";"폐업";"서울특별시 영등포구 양평동3가 17-1 우림보보카운터 1003호";"서울특별시 영등포구 양산로7길 3,  1003호 (양평동3가,우림보보카운터)";"(주)케이씨뱅크";2005-06-02;NA
"1665";"영업/정상";"서울특별시 노원구 공릉동 649-14 외1필지 ";"서울특별시 노원구 화랑로 483 (공릉동)";"화랑대주유소";2005-06-20;NA
"1666";"폐업";"서울특별시 도봉구 도봉동 625-134 ";"서울특별시 도봉구 도봉로160길 9 (도봉동)";"형제석유";2005-06-24;"20130307"
"1667";"폐업";"서울특별시 송파구 석촌동 14-2 ";"서울특별시 송파구 삼학사로 68 (석촌동)";"레이크 시티 주유소";2005-06-27;"20171101"
"1668";"폐업";"서울특별시 동작구 신대방동 395-73 캐릭터그린빌 1007호";"서울특별시 동작구 보라매로5가길 7, 케릭터그린빌동 1007호 (신대방동)";"메타켐주식회사";2005-06-30;"20080213"
"1669";"폐업";"서울특별시 강북구 수유동 171-63 ";"서울특별시 강북구 도봉로97길 71  (수유동)";"대원석유";2005-07-21;"20080707"
"1670";"영업/정상";"서울특별시 송파구 마천동 49-11 ,12호";"서울특별시 송파구 거마로 82 (마천동)";"상아주유소";2005-07-22;NA
"1671";"폐업";"서울특별시 구로구 온수동 9-12";"서울특별시 구로구 부일로 871 (온수동)";"시몬주유소";2005-07-28;"20220725"
"1672";"폐업";"서울특별시 관악구 신림동 511-28 ";"서울특별시 관악구 남부순환로151길 52  (신림동)";"엘지석유";2005-08-05;NA
"1673";"폐업";"서울특별시 금천구 시흥동 984-2 (시흥대로 560) ";"서울특별시 금천구 시흥대로 125 (시흥동)";"문화주유소";2005-08-24;"20160301"
"1674";"폐업";"서울특별시 송파구 오금동 120-12 28통2반 ";"서울특별시 송파구 마천로23길 7  (오금동)";"중앙에너지";2005-08-29;NA
"1675";"폐업";"서울특별시 강동구 암사동 489-57 경인석유 ";"서울특별시 강동구 상암로21길 10  (암사동,경인석유)";"경인석유";2005-09-06;NA
"1676";"영업/정상";"서울특별시 영등포구 양평동4가 28";"서울특별시 영등포구 선유로 260 (양평동4가)";"제2한강주유소";2005-09-26;NA
"1677";"영업/정상";"서울특별시 영등포구 문래동2가 1";"서울특별시 영등포구 도림로 415 (문래동2가)";"지에스칼텍스(주)화일주유소";2005-09-26;NA
"1678";"영업/정상";"서울특별시 영등포구 영등포동7가 94-160";"서울특별시 영등포구 국회대로 665 (영등포동7가)";"성원이앤에스(주)영등포지점";2005-09-26;NA
"1679";"폐업";"서울특별시 송파구 잠실동 2052-22 원일빌딩 1층 ";"서울특별시 송파구 백제고분로7길 42-34, 1층 (잠실동, 원일빌딩)";"(주)고도케미칼";2005-09-30;"20151006"
"1680";"폐업";"서울특별시 송파구 방이동 109-8 ";"서울특별시 송파구 오금로 141 (방이동)";"고객사랑주유소";2005-10-17;"20140609"
"1681";"취소/말소/만료/정지/중지";"서울특별시 강동구 천호동 224-24 ";"서울특별시 강동구 상암로 127  (천호동)";"제일석유";2005-10-19;NA
"1682";"폐업";"서울특별시 강동구 천호동 224-24 ";"서울특별시 강동구 상암로 127  (천호동)";"(주)제나에너지 제일석유";2005-10-20;NA
"1683";"폐업";"서울특별시 강북구 수유동 38-18 ";"서울특별시 강북구 노해로17길 16  (수유동)";"중앙석유";2005-10-26;NA
"1684";"영업/정상";"서울특별시 중랑구 상봉동 129-35 ";"서울특별시 중랑구 중랑천로12길 88 (상봉동)";"동부석유";2005-11-07;NA
"1685";"폐업";"서울특별시 강북구 수유동 475-6 ";"서울특별시 강북구 삼양로73길 35  (수유동)";"빨래골석유";2005-11-10;NA
"1686";"폐업";"서울특별시 마포구 합정동 427-4 ";"서울특별시 마포구 월드컵로 51 (합정동)";"도날드주유소";2005-11-17;"20141223"
"1687";"영업/정상";"서울특별시 구로구 구로동 604-1 기계공구상가 A동 2-216호";NA;"강남화학";2005-11-21;NA
"1688";"폐업";"서울특별시 중랑구 면목동 546-65 ";NA;"풍년석유";2005-11-28;NA
"1689";"폐업";"서울특별시 동작구 상도동 353-2 ";"서울특별시 동작구 상도로 120 (상도동)";"현대주유소";2005-11-28;"20140313"
"1690";"폐업";"서울특별시 영등포구 양평동3가 46 이앤씨드림타워 1205호";"서울특별시 영등포구 선유로 146,  1205호 (양평동3가,이앤씨드림타워)";"(주)동양화인케미칼";2005-11-29;"20120821"
"1691";"폐업";"서울특별시 금천구 시흥동 984 (시흥대로 590) 시흥유통상가 220동 220호";"서울특별시 금천구 시흥대로 97, 26동 220호 (시흥동, 시흥유통상가)";"제이엘코퍼레이션";2005-12-09;"20090331"
"1692";"폐업";"서울특별시 구로구 고척동 173-11 ";"서울특별시 구로구 경서로 82-4 (고척동)";"동선석유";2005-12-27;"20120903"
"1693";"폐업";"서울특별시 동대문구 답십리동 36-15 6통5반 ";NA;"구정";2005-12-28;NA
"1694";"폐업";"서울특별시 영등포구 신길동 355-545 ";"서울특별시 영등포구 가마산로 414 (신길동)";"성락주유소";2005-12-28;NA
"1695";"영업/정상";"서울특별시 광진구 중곡동 236-5";"서울특별시 광진구 동일로 413 (중곡동)";"정해네트웍스(주)일진주유소";2006-01-11;NA
"1696";"폐업";"서울특별시 영등포구 신길동 4268 ";"서울특별시 영등포구 여의대방로 113 (신길동)";"우성주유소";2006-01-16;"20110627"
"1697";"영업/정상";"서울특별시 구로구 구로동 52 ";NA;"주식회사 인그레스";2006-02-06;NA
"1698";"폐업";"서울특별시 서초구 반포동 1127 15통1반 반포아파트 1동 503호";"서울특별시 서초구 신반포로 32, 1동 503호 (반포동,반포아파트)";"주식회사 인그레스";2006-02-06;NA
"1699";"폐업";"서울특별시 중랑구 신내동 410-8 ";NA;"sk석유상사";2006-02-22;"20080415"
"1700";"폐업";"서울특별시 중랑구 묵동 248-80 ";"서울특별시 중랑구 중랑천로 238 (묵동)";"협성에너지";2006-02-22;"20180430"
"1701";"폐업";"광주광역시 광산구 우산동 1571-1 40통4반 하남주공아파트 103동 720호";"광주광역시 광산구 월곡산정로 12, 103동 720호 (우산동,하남주공아파트)";"성창케미칼";2006-02-22;NA
"1702";"폐업";"서울특별시 중구 을지로3가 295-5 ";"서울특별시 중구 을지로14길 3 (을지로3가)";"한성화학건재(주)";2006-02-24;NA
"1703";"영업/정상";"서울특별시 노원구 공릉동 230-17 태릉솔밭주유소";"서울특별시 노원구 노원로 49, 태릉솔밭주유소 (공릉동)";"(유한)동하석유 태릉솔밭지점";2006-03-15;NA
"1704";"폐업";"서울특별시 송파구 삼전동 15 3층303호 ";"서울특별시 송파구 삼전로12길 10  (삼전동,3층303호)";"대성인터텍";2006-04-05;"20090707"
"1705";"폐업";"서울특별시 서초구 서초동 1359-35 보일빌딩 602호 ";"서울특별시 서초구 서운로 26-1  (서초동,보일빌딩 602호)";"(주)누리코퍼레이션";2006-04-13;"20080212"
"1706";"영업/정상";"서울특별시 동대문구 휘경동 275-6";"서울특별시 동대문구 망우로 90 (휘경동)";"(주)안국에너지 삼원주유소";2006-04-14;NA
"1707";"폐업";"서울특별시 중랑구 면목동 174-95 ";NA;"엘지연합석유";2006-04-19;NA
"1708";"영업/정상";"서울특별시 중랑구 망우동 458-6";"서울특별시 중랑구 용마산로 487 (망우동)";"우림주유소";2006-04-20;NA
"1709";"취소/말소/만료/정지/중지";"서울특별시 영등포구 대림동 700-3 ";"서울특별시 영등포구 대림로 148 (대림동)";"동산화학(주)";2006-04-25;NA
"1710";"폐업";"서울특별시 송파구 방이동 22-5 잠실리시온1308 ";"서울특별시 송파구 오금로 87, 1308호 (방이동, 잠실리시온)";"(주)더빅상사";2006-04-27;"20120720"
"1711";"폐업";"서울특별시 금천구 시흥동 984 (시흥대로 590) 시흥유통상가 21동 335호";"서울특별시 금천구 시흥대로 97, 21동 335호 (시흥동, 시흥유통상가)";"(주)투윈케미칼";2006-05-03;"20070823"
"1712";"취소/말소/만료/정지/중지";"서울특별시 영등포구 대림동 667-13 ";"서울특별시 영등포구 가마산로 367 (대림동)";"정다운주유소";2006-05-09;NA
"1713";"폐업";"경기도 고양시 덕양구 화정동 1127 31통10반 옥빛마을 1509동 1904호";"경기도 고양시 덕양구 화신로 233, 1509동 1904호 (화정동,옥빛마을)";"(주)케미맥스";2006-05-26;NA
"1714";"폐업";"서울특별시 양천구 목동 917-9 ";"서울특별시 양천구 목동동로 293 (목동)";"(주)케미맥스";2006-05-26;"20121031"
"1715";"폐업";"서울특별시 서초구 서초동 1625-2 CSM빌딩타호비지니스센터 310호 ";"서울특별시 서초구 사임당로 50 (서초동, CMS빌딩 301호)";"케미랜드";2006-05-29;"20181129"
"1716";"영업/정상";"서울특별시 성북구 종암동 104-1 7통4반 에스케이아파트 102동 308호";"서울특별시 성북구 종암로24가길 53, 102동 308호 (종암동,에스케이아파트)";"철석주유소";2006-06-07;NA
"1717";"폐업";"서울특별시 중랑구 상봉동 105-84 ";NA;"대성석유";2006-06-08;"20080602"
"1718";"영업/정상";"서울특별시 노원구 공릉동 230-17 ";"서울특별시 노원구 노원로 49 (공릉동)";"유한책임회사 동하석유 태릉솔밭지점";2006-06-16;NA
"1719";"폐업";"서울특별시 강서구 외발산동 426 ";"서울특별시 강서구 방화대로 94  (외발산동)";"정림주유소";2006-06-20;"20060620"
"1720";"영업/정상";"서울특별시 도봉구 창동 651-83";"서울특별시 도봉구 도봉로112길 12 (창동)";"금광석유";2006-06-27;NA
"1721";"폐업";"서울특별시 송파구 석촌동 255-1    ";NA;"호수석유";2006-06-27;NA
"1722";"폐업";"서울특별시 금천구 독산동 292-7 (시흥대로 312) ";"서울특별시 금천구 시흥대로 377 (독산동)";"주식회사 명보에너지";2006-07-03;"20220322"
"1723";"영업/정상";"서울특별시 중랑구 중화동 290-28 ";"서울특별시 중랑구 동일로130길 49 (중화동)";"등대에너지";2006-07-11;NA
"1724";"폐업";"서울특별시 서초구 반포동 736-2 ";"서울특별시 서초구 강남대로85길 5 (반포동)";"(주)대호케미칼";2006-07-13;"20181126"
"1725";"폐업";"서울특별시 동대문구 용두동 100-1 대명랜드마크 1710호 ";NA;"하리켐";2006-07-25;NA
"1726";"영업/정상";"서울특별시 중랑구 신내동 352";"서울특별시 중랑구 용마산로 705 (신내동)";"신내주유소";2006-08-01;NA
"1727";"폐업";"서울특별시 영등포구 당산동4가 92-4 201호";"서울특별시 영등포구 국회대로 549,  201호 (당산동4가)";"동방케미칼판매(주)";2006-08-02;"20080114"
"1728";"폐업";"서울특별시 마포구 성산동 630-11 12통2반 신흥빌라 B02호";"서울특별시 마포구 동교로23길 89-8, B02호 (성산동,신흥빌라)";"서부유업주식회사";2006-08-11;"20210818"
"1729";"폐업";"서울특별시 성동구 옥수동 365-6 덕성빌딩 302호 ";"서울특별시 성동구 한림말5길 11  (옥수동,덕성빌딩 302호)";"(주)대호켐";2006-08-14;"20091020"
"1730";"폐업";"서울특별시 은평구 신사동 237-416 ";"서울특별시 은평구 은평터널로9길 18 (신사동)";"대양석유";2006-08-17;"20141110"
"1731";"폐업";"서울특별시 강서구 외발산동 265-1 ";"서울특별시 강서구 남부순환로 216  (외발산동)";"메이필드주유소";2006-08-18;"20131101"
"1732";"폐업";"서울특별시 영등포구 도림동 159-13 ";NA;"대명석유";2006-08-21;"20110502"
"1733";"영업/정상";"서울특별시 강북구 번동 436-38";"서울특별시 강북구 덕릉로 158 (번동)";"㈜미래아스팔트 덕릉로주유소";2006-08-23;NA
"1734";"폐업";"서울특별시 강서구 화곡동 835-22 11통7반 경우하이츠맨션 201호";"서울특별시 강서구 곰달래로47길 5,  201호 (화곡동,경우하이츠맨션)";"SK석유";2006-08-23;NA
"1735";"폐업";"서울특별시 서초구 양재동 265-7 ";"서울특별시 서초구 언남11길 7-17 (양재동)";"(주)신원피엔에프";2006-08-30;"20130228"
"1736";"폐업";"서울특별시 강서구 화곡동 1024-6 ";"서울특별시 강서구 강서로 215-1  (화곡동)";"서림석유";2006-09-29;NA
"1737";"폐업";"서울특별시 강서구 화곡동 425-8 ";"서울특별시 강서구 곰달래로 85  (화곡동)";"서림석유";2006-09-29;NA
"1738";"폐업";"서울특별시 강서구 화곡동 425-8 ";"서울특별시 강서구 곰달래로 85  (화곡동)";"서림석유";2006-09-29;"20090331"
"1739";"폐업";"서울특별시 은평구 신사동 14-3";"서울특별시 은평구 갈현로1길 6-16 (신사동)";"한솔에너지";2006-10-12;"20220913"
"1740";"폐업";"서울특별시 서대문구 남가좌동 377 3통9반 남가좌삼성아파트 104동 1504호";"서울특별시 서대문구 증가로 191, 104동 1504호 (남가좌동,남가좌삼성아파트)";"kdc";2006-10-16;NA
"1741";"폐업";"서울특별시 마포구 아현동 352-1 ";"서울특별시 마포구 신촌로28가길 20  (아현동)";"양호석유";2006-10-24;NA
"1742";"영업/정상";"서울특별시 구로구 개봉동 226-1 ";"서울특별시 구로구 경인로 290 (개봉동)";"SK에너지(주) 개봉동주유소";2006-11-02;NA
"1743";"폐업";"서울특별시 송파구 송파동 59-9 ";"서울특별시 송파구 오금로 142 (송파동)";"송봉주유소";2006-11-24;NA
"1744";"폐업";"서울특별시 강서구 개화동 303-3 ";"서울특별시 강서구 금낭화로26가길 152-14  (개화동)";"(주)대창유화";2006-12-08;"20071130"
"1745";"폐업";"서울특별시 영등포구 당산동1가 53-2 ";NA;"(주)현신암산업";2006-12-14;"20070719"
"1746";"영업/정상";"서울특별시 강서구 공항동 61-222 ";"서울특별시 강서구 남부순환로 57 (공항동)";"주식회사 유턴상사유턴주유소";2007-01-15;NA
"1747";"영업/정상";"서울특별시 구로구 구로동 604-1 공구상가 A블록 4-202호 ";NA;"(주)무사화학";2007-01-24;NA
"1748";"폐업";"서울특별시 중랑구 망우동 490-8 ";"서울특별시 중랑구 망우로 400 (망우동)";"SK네트웍스(주) 상봉주유소";2007-01-26;"20181109"
"1749";"영업/정상";"서울특별시 중랑구 면목동 169-0003";"서울특별시 중랑구 동일로 547 (면목동)";"오천만주유소";2007-01-31;NA
"1750";"폐업";"서울특별시 마포구 서교동 448-28 ";"서울특별시 마포구 동교로17안길 43-6 (서교동)";"(주)파텍상사";2007-02-09;"20151021"
"1751";"폐업";"서울특별시 양천구 신정동 1305 힐탑이루미@ B103호 ";"서울특별시 양천구 은행정로17길 80  (신정동,힐탑이루미@ B103호)";"유니언 마켓팅";2007-03-16;"20110412"
"1752";"폐업";"서울특별시 동작구 상도1동 546 ";"서울특별시 동작구 강남초등길 12 (상도1동)";"케미코트랜스(주)";2007-03-22;"20101217"
"1753";"폐업";"서울특별시 강서구 내발산동 755-2 ";"서울특별시 강서구 남부순환로 195 (내발산동)";"정림주유소";2007-03-27;NA
"1754";"폐업";"서울특별시 마포구 상수동 137-1 ";NA;"대한석유";2007-04-10;"20111205"
"1755";"폐업";"서울특별시 강서구 개화동 303-3 ";"서울특별시 강서구 금낭화로26가길 152-14  (개화동)";"(주)대창유화";2007-04-11;"20071130"
"1756";"영업/정상";"서울특별시 중랑구 중화동 322-1 ";"서울특별시 중랑구 중랑천로20길 20 (중화동)";"로이에너지";2007-04-18;NA
"1757";"폐업";"서울특별시 서초구 서초동 1582-23 ";"서울특별시 서초구 반포대로 64 (서초동)";"(주)서초주유소";2007-04-30;NA
"1758";"폐업";"서울특별시 서초구 서초동 1582-23 ";"서울특별시 서초구 반포대로 64  (서초동)";"(주)서초주유소";2007-04-30;NA
"1759";"폐업";"서울특별시 서초구 서초동 1582-23 ";"서울특별시 서초구 반포대로 64  (서초동)";"(주)서초주유소";2007-04-30;NA
"1760";"폐업";"서울특별시 서초구 서초동 1582-23 ";"서울특별시 서초구 반포대로 64  (서초동)";"(주)서초주유소";2007-04-30;NA
"1761";"영업/정상";"서울특별시 용산구 한강로3가 16-91 한강그랜드오피스텔 711호";"서울특별시 용산구 이촌로 5 (한강로3가)";"(주)에이치아이씨";2007-05-02;NA
"1762";"폐업";"서울특별시 용산구 한강로3가 16-91 한강그랜드 오피스텔711호 ";"서울특별시 용산구 이촌로 5  (한강로3가,한강그랜드 오피스텔711호)";"(주)에치아이씨";2007-05-02;NA
"1763";"폐업";"서울특별시 광진구 중곡동 169-28 ";"서울특별시 광진구 능동로55길 46  (중곡동)";"SK석유";2007-05-07;"20111226"
"1764";"폐업";"서울특별시 서초구 방배동 754-1 롯데캐슬헤론오피스텔 106-420 ";"서울특별시 서초구 동광로1길 112 (방배동, 롯데캐슬헤론오피스텔 106-420)";"(주)에스알에프씨( SR F.  C)";2007-05-11;"20120525"
"1765";"영업/정상";"서울특별시 구로구 구로동 106-4 ";"서울특별시 구로구 공원로 3  (구로동)";"(주)쏠켐";2007-05-15;NA
"1766";"영업/정상";"서울특별시 중랑구 면목동 146-72";"서울특별시 중랑구 동일로 636 (면목동)";"(주)자연에너지 대창주유소";2007-05-17;NA
"1767";"폐업";"서울특별시 마포구 염리동 36-173 ";NA;"염리석유";2007-05-21;NA
"1768";"폐업";"서울특별시 강북구 미아동 645-69 ";NA;"대한석유";2007-05-28;NA
"1769";"폐업";"서울특별시 영등포구 신길동 252-9 ";NA;"세화주유소";2007-06-27;"20140811"
"1770";"폐업";"서울특별시 서초구 내곡동 금원B/D 609호 ";NA;"가주씨아이";2007-06-27;"20090218"
"1771";"영업/정상";"서울특별시 성북구 하월곡동 67-50 효성주유소 ";"서울특별시 성북구 화랑로 27 (하월곡동)";"(주)명연에너지 효성주유소";2007-07-05;NA
"1772";"폐업";"서울특별시 영등포구 당산동1가 53-1 당산빌딩 301-1호";"서울특별시 영등포구 영등포로 147, 301-1호 (당산동1가,당산빌딩)";"재영화학주식회사";2007-07-13;NA
"1773";"폐업";"서울특별시 광진구 능동 315-18 ";"서울특별시 광진구 능동로 252  (능동)";"광진주유소";2007-07-26;"20091214"
"1774";"영업/정상";"서울특별시 중랑구 면목동 179-37";"서울특별시 중랑구 동일로99길 12 (면목동)";"OK에너지";2007-07-30;NA
"1775";"폐업";"서울특별시 영등포구 문래동3가 77-8 ";"서울특별시 영등포구 문래로 98  (문래동3가)";"(주)성보화학";2007-07-30;"20110316"
"1776";"폐업";"서울특별시 강북구 수유동 269-63 ";"서울특별시 강북구 노해로23길 137 (수유동)";"삼일석유";2007-08-08;"20161213"
"1777";"폐업";"서울특별시 은평구 신사동 338-4 ";"서울특별시 은평구 증산로 371 (신사동)";"(주)에스지";2007-09-05;"20200123"
"1778";"영업/정상";"서울특별시 금천구 시흥동 984 시흥유통상가 17-211 ";"서울특별시 금천구 시흥대로 97, 17동 211호 (시흥동, 시흥유통상가)";"씨앤에이";2007-09-14;NA
"1779";"폐업";"서울특별시 서초구 양재동 288-3 산모롱 빌딩 202호 ";"서울특별시 서초구 논현로 43, 202호 (양재동)";"제이씨올레오켐(주)";2007-09-28;"20121227"
"1780";"폐업";"서울특별시 강남구 논현동 205-5 수산빌딩 ";"서울특별시 강남구 봉은사로 151 (논현동)";"(주)케이씨엔에이";2007-10-18;NA
"1781";"영업/정상";"서울특별시 구로구 구로동 614-33 ";"서울특별시 구로구 구로중앙로 237  (구로동)";"GRC";2007-11-06;NA
"1782";"영업/정상";"서울특별시 서초구 서초동 1582-23";"서울특별시 서초구 반포대로 64 (서초동)";"(주)한미석유 서초주유소";2007-11-22;NA
"1783";"폐업";"서울특별시 광진구 구의동 246-47 303호";"서울특별시 광진구 아차산로51길 8,  303호 (구의동)";"대림상사";2007-11-27;NA
"1784";"폐업";"서울특별시 광진구 중곡동 80-4 1층 ";"서울특별시 광진구 자양로43길 143 (중곡동,1층)";"대림상사";2007-11-27;NA
"1785";"폐업";"서울특별시 마포구 서교동 449-5 ";"서울특별시 마포구 월드컵북로 45  (서교동)";"지에스엠물산(GSM Trading)";2007-11-28;"20100406"
"1786";"영업/정상";"서울특별시 구로구 구로동 중앙유통상가 D동 13-01호";NA;"한승케미닉스";2007-12-12;NA
"1787";"영업/정상";"서울특별시 마포구 창전동 13-6 13-44, 13-15";"서울특별시 마포구 서강로 76 (창전동)";"주식회사 에스에스 오토";2007-12-28;NA
"1788";"폐업";"서울특별시 영등포구 여의도동 11-11 한서리버파크 1410호";"서울특별시 영등포구 여의서로 43, 한서리버파크 1410호 (여의도동)";"대인케미칼";2008-01-07;"20181115"
"1789";"폐업";"서울특별시 강남구 삼성동 109-1 인우빌딩 4층 ";"서울특별시 강남구 영동대로112길 42 (삼성동,인우빌딩 4층)";"(주)비즈엠알오";2008-01-23;"20190903"
"1790";"폐업";"서울특별시 금천구 가산동 554-2 마이크로오피스빌딩 102동 102호";"서울특별시 금천구 가산디지털2로 45 (가산동)";"삼화켐텍";2008-02-04;"20080924"
"1791";"폐업";"서울특별시 강남구 역삼동 705-1 ";"서울특별시 강남구 테헤란로 327  (역삼동)";"(주)씨엔에프엘";2008-02-05;NA
"1792";"폐업";"서울특별시 금천구 가산동 60-44 이앤씨드림타워7차 1501호";"서울특별시 금천구 디지털로9길 46 (가산동)";"메타켐(주)";2008-02-12;"20160628"
"1793";"폐업";"서울특별시 강동구 천호동 51-1 거송빌딩 302호 ";"서울특별시 강동구 양재대로121길 7  (천호동,거송빌딩 302호)";"삼호케미칼(주)";2008-02-21;"20110630"
"1794";"폐업";"서울특별시 종로구 신문로1가 24 고려빌딩 411호 ";"서울특별시 종로구 새문안로 91 (신문로1가, 고려빌딩411호)";"(주)풍원석유";2008-02-28;"20120302"
"1795";"영업/정상";NA;"서울특별시 강서구 양천로53길 97 (가양동)";"박물관주유소";2008-03-12;NA
"1796";"영업/정상";"서울특별시 강서구 가양동 26-1 ";"서울특별시 강서구 양천로53길 97  (가양동)";"한강주유소";2008-03-13;NA
"1797";"폐업";"서울특별시 강동구 명일동 47-16 동혜빌딩 601호 ";"서울특별시 강동구 동남로75길 13-25  (명일동,동혜빌딩 601호)";"(주)승주화학";2008-03-21;"20090727"
"1798";"취소/말소/만료/정지/중지";"서울특별시 서초구 방배동 601 ";NA;"만서주유소";2008-03-26;NA
"1799";"폐업";"서울특별시 강서구 등촌동 651-13";"서울특별시 강서구 공항대로55길 9 (등촌동)";"SK그린에너지";2008-04-04;"2023-03-31"
"1800";"폐업";"서울특별시 강남구 수서동 716 사이룩스오피스텔 서관 1006호";"서울특별시 강남구 광평로 295, 1006호 (수서동,사이룩스오피스텔 서관)";"성호교역(주)";2008-04-23;"20121227"
"1801";"폐업";"서울특별시 영등포구 영등포동 435-26 ";"서울특별시 영등포구 국회대로54길 40-2 (영등포동2가)";"하나석유";2008-04-24;"20201229"
"1802";"폐업";"서울특별시 영등포구 양평동4가 271-1 ";"서울특별시 영등포구 양평로18길 16  (양평동4가)";"대호유류";2008-04-28;NA
"1803";"폐업";"서울특별시 양천구 신정동 318-6 동문비젼 1009 ";"서울특별시 양천구 목동서로 287  (신정동,동문비젼 1009)";"(주)제이켐";2008-04-29;NA
"1804";"폐업";"서울특별시 동작구 사당동 1051-25 옥암B/D 5층 T호 ";"서울특별시 동작구 남부순환로 2011, 옥암B/D동 5층 T호 (사당동)";"동양피앤씨";2008-05-07;"20150304"
"1805";"영업/정상";"서울특별시 영등포구 영등포동6가 104-5 ";"서울특별시 영등포구 영등포로33길 7-1 (영등포동6가)";"삼화석유";2008-05-26;NA
"1806";"폐업";"서울특별시 금천구 독산동 293-1 ";"서울특별시 금천구 시흥대로115길 37 (독산동)";"(주)제마";2008-06-09;"20100603"
"1807";"폐업";"서울특별시 영등포구 도림동 212-3 ";"서울특별시 영등포구 도영로 33-2 (도림동)";"가나상사";2008-07-01;"20180807"
