"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","자본금","거래처"
"3040000","1992304007301500019","19920825","","03","폐업","03","폐지","","","","","0222086101","1528","","서울특별시 광진구 중곡동 587-2 ","서울특별시 광진구 동일로 462  (중곡동)","","주노주유소","2007-07-20 11:20:08","I","2018-08-31 23:59:59.0","주유소","207028.163502694    ","452117.471356011    ","",""
"3040000","1988304007301200026","19880510","","03","폐업","03","폐지","","","","","02 4666604","","","서울특별시 광진구 중곡동 190-25   ","","","근대석유","2001-01-02 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","","","",""
"3040000","1993304007301500023","19930303","","03","폐업","03","폐지","20091005","","","","02 4575189","333.17","","서울특별시 광진구 중곡동 41-1 ","서울특별시 광진구 긴고랑로 60  (중곡동)","","대운에너지(주)코뿔소주유소","2010-06-14 15:00:07","I","2018-08-31 23:59:59.0","주유소","207235.581247334    ","451072.124043842    ","",""
"3040000","1988304007301200027","19881226","","03","폐업","03","폐지","","","","","02 4643397","","","서울특별시 광진구 자양동 49-50   ","","","성수2상회","2001-01-02 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","","","",""
"3040000","1988304007301500011","19880804","","03","폐업","03","폐지","20110513","","","","02 4536420","332.54","","서울특별시 광진구 구의동 546-10 ","","","선한에너지(주)구의동주유소","2012-06-04 14:31:22","I","2018-08-31 23:59:59.0","주유소","208302.723197103    ","447979.635348156    ","",""
"3040000","1989304007301200028","19891011","","03","폐업","03","폐지","20070919","","","","02 4663412","","","서울특별시 광진구 군자동 117-39 ","서울특별시 광진구 동일로52길 10  (군자동)","","OK에너지","2007-09-19 16:19:46","I","2018-08-31 23:59:59.0","일반판매소","206267.041848813    ","450256.209272571    ","",""
"3040000","1970304007301200011","19701015","","03","폐업","03","폐지","20150715","","","","025412828","","","서울특별시 광진구 자양동 615-2 ","서울특별시 광진구 뚝섬로 607-5 (자양동)","","대성칼텍스(주)","2015-07-15 11:25:05","I","2018-08-31 23:59:59.0","일반판매소","206768.25374668     ","447865.023135673    ","",""
"3040000","1992304007301500022","19921223","","03","폐업","03","폐지","20170921","","","","02 4698232","708.1","","서울특별시 광진구 자양동 2-6 ","서울특별시 광진구 능동로 85 (자양동)","","청담대교주유소","2017-09-21 10:14:03","I","2018-08-31 23:59:59.0","주유소","206100.07425632     ","448504.830512647    ","",""
"3040000","1993304007301200043","19931013","","03","폐업","03","폐지","","","","","02 4634513","","","서울특별시 광진구 중곡동 187-26 ","서울특별시 광진구 동일로 438  (중곡동)","","극동석유상사","2007-08-07 17:49:57","I","2018-08-31 23:59:59.0","일반판매소","206971.027874234    ","451895.139121392    ","",""
"3040000","1992304007301200040","19920604","","03","폐업","03","폐지","","","","","02452 6577","","","서울특별시 광진구 자양동 652-6 ","서울특별시 광진구 뚝섬로 646-1  (자양동)","","삼호석유","2002-03-07 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","207116.137868018    ","447677.374823634    ","",""
"3040000","1992304007301200041","19920720","","03","폐업","03","폐지","","","","","02 4461171","","","서울특별시 노원구 공릉동 풍림아파트 102동 304호","","","진흥석유","2007-08-07 17:34:29","I","2018-08-31 23:59:59.0","일반판매소","","","",""
"3040000","1992304007301200042","19920831","","03","폐업","03","폐지","20140625","","","","02 4616344","","","서울특별시 광진구 중곡동 77-23 ","서울특별시 광진구 긴고랑로 128-1 (중곡동)","","우리석유","2014-06-25 14:38:59","I","2018-08-31 23:59:59.0","일반판매소","207811.149927379    ","450725.262293116    ","",""
"3040000","1994304007301200044","19940701","","03","폐업","03","폐지","","","","","02 4449600","","","서울특별시 광진구 구의동 224-15 ","서울특별시 광진구 구의로 44  (구의동)","","한양석유","2004-06-09 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","207892.519821126    ","448838.019351619    ","",""
"3040000","1994304007301500029","19940111","","03","폐업","03","폐지","","","","","02 4465500","919","","서울특별시 광진구 구의동 251-34 ","서울특별시 광진구 자양로 138  (구의동)","","성동주유소","2002-04-01 00:00:00","I","2018-08-31 23:59:59.0","주유소","207308.978317423    ","448641.406670527    ","",""
"3040000","1994304007301500030","19940214","","03","폐업","03","폐지","","","","","02 4575710","1199","","서울특별시 광진구 광장동 470-3 ","서울특별시 광진구 아차산로 502  (광장동)","","올림픽주유소","2001-01-02 00:00:00","I","2018-08-31 23:59:59.0","주유소","208526.97532855     ","448791.8824094      ","",""
"3040000","1995304007301200036","19950926","","03","폐업","03","폐지","","","","","02 4544152","","","서울특별시 광진구 자양동 666-22 ","서울특별시 광진구 자양로3길 61  (자양동)","","현대석유","2001-01-03 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","207295.513801306    ","447478.763743127    ","",""
"3040000","1995304007301500033","20070726","","03","폐업","03","폐지","20091214","","","","0234360241","1420.67","","서울특별시 광진구 능동 315-18 ","서울특별시 광진구 능동로 252  (능동)","","광진주유소","2010-06-14 14:58:32","I","2018-08-31 23:59:59.0","주유소","206776.08265237     ","450013.262953735    ","",""
"3040000","1995304007301500034","19950530","","03","폐업","03","폐지","20170918","20100121","20100220","20100210","0234361418","523.4","","서울특별시 광진구 구의동 73-4 ","서울특별시 광진구 천호대로 690 (구의동)","","아차산주유소","2017-09-18 13:57:57","I","2018-08-31 23:59:59.0","주유소","207964.878319132    ","449704.407849369    ","",""
"3040000","1997304007301200003","19970904","","03","폐업","03","폐지","20200803","","","","02464 0347","","","서울특별시 광진구 화양동 115-7 ","서울특별시 광진구 능동로19길 42 (화양동)","","육일석유","2020-08-11 18:00:32","U","2020-08-13 02:40:00.0","일반판매소","206244.399930782    ","449468.678416088    ","",""
"3040000","1997304007301200038","19970118","","03","폐업","03","폐지","","","","","0222014007","","","서울특별시 광진구 중곡동 124-6  ","","","중곡석유","2001-01-03 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","","","",""
"3040000","1997304007301200048","19970407","","03","폐업","03","폐지","","","","","02 4585151","","","서울특별시 광진구 구의동 225-10 ","서울특별시 광진구 자양로30길 84-1  (구의동)","","구의석유","2002-03-21 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","207844.029717956    ","448956.896479035    ","",""
"3040000","1997304007301200049","19970721","","03","폐업","03","폐지","","","","","02456 4790","","","서울특별시 광진구 구의동 223-2 ","서울특별시 광진구 구의로6길 8  (구의동)","","에스오일에너지","2002-08-29 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","207920.696920046    ","448794.637708659    ","",""
"3040000","1999304007301200004","19990518","","03","폐업","03","폐지","","","","","02 464 5018","","","서울특별시 광진구 화양동 9-50 ","서울특별시 광진구 아차산로29길 44  (화양동)","","동은석유","2007-08-07 17:43:59","I","2018-08-31 23:59:59.0","일반판매소","206038.688817273    ","448938.962472491    ","",""
"3040000","2000304007301200002","20070507","","03","폐업","03","폐지","20111226","","","","02466 5717","","","서울특별시 광진구 중곡동 169-28 ","서울특별시 광진구 능동로55길 46  (중곡동)","","SK석유","2011-12-29 16:10:25","I","2018-08-31 23:59:59.0","일반판매소","207249.196989081    ","451760.464348245    ","",""
"3040000","2005304007301500001","20050426","","03","폐업","03","폐지","","","","","02 4569126","","","서울특별시 광진구 자양동 679-30 ","서울특별시 광진구 자양로 45  (자양동)","","(주)대성인터텍","2006-03-15 00:00:00","I","2018-08-31 23:59:59.0","용제판매소","207477.249050622    ","447754.123727158    ","",""
"3040000","1992304007301500016","19920420","","03","폐업","03","폐지","","","","","02 4550575","1244","","서울특별시 광진구 구의동 234-1 ","서울특별시 광진구 광나루로 516  (구의동)","","신한국주유소","2001-01-02 00:00:00","I","2018-08-31 23:59:59.0","주유소","207599.501914795    ","449172.99423424     ","",""
"3040000","1990304007301500012","19900921","","03","폐업","03","폐지","20130131","","","","02 4387077","625.1","","서울특별시 광진구 중곡동 605-4 ","서울특별시 광진구 용마산로 186 (중곡동)","","중산주유소","2013-02-21 15:17:45","I","2018-08-31 23:59:59.0","주유소","207564.959841547    ","451999.223929636    ","",""
"3040000","1991304007301200039","19911023","","03","폐업","03","폐지","","","","","02454 5181","","","서울특별시 광진구 중곡동 128-23 ","서울특별시 광진구 천호대로117길 58  (중곡동)","","유영석유","2001-01-03 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","207470.956109851    ","450589.168910399    ","",""
"3040000","1993304007301500026","19930531","","03","폐업","03","폐지","20140113","","","","000204526525","318.05","","서울특별시 광진구 구의동 251-177 ","서울특별시 광진구 자양로 154 (구의동)","","구의주유소","2014-01-13 16:53:06","I","2018-08-31 23:59:59.0","주유소","207349.890786199    ","448779.602309417    ","",""
"3040000","1993304007301500027","19931227","","03","폐업","03","폐지","","","","","02 4563711","1170.6","","서울특별시 광진구 구의동 74-1 ","서울특별시 광진구 천호대로 680  (구의동)","","대공원주유소","2002-08-12 00:00:00","I","2018-08-31 23:59:59.0","주유소","207896.717643034    ","449791.297598392    ","",""
"3040000","1996304007301200047","19960702","","03","폐업","03","폐지","","","","","02 4581956","","","서울특별시 광진구 자양동 660-12 ","서울특별시 광진구 자양로7길 29  (자양동)","","쌍용석유","2007-08-07 17:45:05","I","2018-08-31 23:59:59.0","일반판매소","207287.593805463    ","447825.343386649    ","",""
"3040000","1976304007301500001","19760429","","03","폐업","03","폐지","20110406","20100701","20100930","20100910","02 4660367","427.03","","서울특별시 광진구 군자동 473-1 ","","","중곡주유소","2011-04-06 18:16:20","I","2018-08-31 23:59:59.0","주유소","206734.028285136    ","450610.859141221    ","",""
"3040000","2003304007301200003","20030809","","03","폐업","03","폐지","","","","","02   4448289","","","서울특별시 광진구 군자동 32 ","서울특별시 광진구 면목로5길 14  (군자동)","","경동에너지판매","2007-08-07 17:42:44","I","2018-08-31 23:59:59.0","일반판매소","206589.840298608    ","450484.627121557    ","",""
"3040000","2001304007301200013","19870619","","03","폐업","03","폐지","","","","","02 4636017","","","서울특별시 광진구 자양동 16-25 ","서울특별시 광진구 동일로18길 19  (자양동)","","금강석유","2003-06-24 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","205592.489674587    ","448626.489773482    ","",""
"3040000","2001304007301200050","20010831","","03","폐업","03","폐지","20130204","","","","0204665124","","","서울특별시 광진구 군자동 150-24 ","서울특별시 광진구 군자로15길 8 (군자동)","","세일에너지","2013-02-04 16:33:45","I","2018-08-31 23:59:59.0","일반판매소","","","",""
"3040000","2002304007301500001","20020927","","03","폐업","03","폐지","","","","","0204985191","","","서울특별시 광진구 중곡동 236-1 ","서울특별시 광진구 동일로 419  (중곡동)","","주영산업","2006-07-03 00:00:00","I","2018-08-31 23:59:59.0","용제판매소","206842.881683498    ","451739.062997626    ","",""
"3040000","2005304007301500002","20050525","","03","폐업","03","폐지","","","","","024531 272","","","서울특별시 광진구 자양동 779-11 현대하이엘 402호","서울특별시 광진구 자양로 113,  402호 (자양동,현대하이엘)","","(주)아신케미칼","2006-03-15 00:00:00","I","2018-08-31 23:59:59.0","용제판매소","207264.3763742      ","448406.97575752     ","",""
"3040000","2007304010301500004","20071127","","03","폐업","03","폐지","","","","","000204539985","30","","서울특별시 광진구 구의동 246-47 303호","서울특별시 광진구 아차산로51길 8,  303호 (구의동)","","대림상사","2009-05-29 14:47:25","I","2018-08-31 23:59:59.0","용제판매소","207483.585854925    ","448359.128535298    ","",""
"3040000","2007304010301500005","20071127","","03","폐업","03","폐지","","","","","000204539985","","","서울특별시 광진구 중곡동 80-4 1층 ","서울특별시 광진구 자양로43길 143 (중곡동,1층)","","대림상사","2016-01-13 11:00:29","I","2018-08-31 23:59:59.0","용제판매소","207771.660979849    ","450509.438529421    ","",""
"3040000","2015304016501500006","20151218","","03","폐업","03","폐지","","","","","4579449","","","","서울특별시 광진구 아차산로 360 (광장동)","","성동상사","2016-01-13 16:56:15","I","2018-08-31 23:59:59.0","용제판매소","207233.695298681    ","448245.707600481    ","",""
"3040000","2015304016501500007","20151218","","03","폐업","03","폐지","","","","","024460775","","","","서울특별시 광진구 능동로 260 (능동)","","삼화페인트","2016-01-13 16:57:02","I","2018-08-31 23:59:59.0","용제판매소","206787.726685829    ","450096.662859387    ","",""
"3050000","1991305008201200036","19910518","","03","폐업","03","폐지","20091229","","","","02 9634122","","","서울특별시 동대문구 청량리동 215-44 ","","","명보석유","2009-12-29 16:30:50","I","2018-08-31 23:59:59.0","일반판매소","","","",""
"3050000","1989305008201500015","19890612","","01","영업/정상","01","신규등록","","","","","0222475132","386","","서울특별시 동대문구 답십리동 2-51","서울특별시 동대문구 한천로 81 (답십리동)","","오동나무주유소","2022-06-07 13:55:14","U","2021-12-06 00:09:00.0","주유소","205534.707135766","451850.933336121","",""
"3040000","1976304007301500003","1976-05-19","","01","영업/정상","06","휴지사업재개","","","","2021-06-23","0234361112","692.33","","서울특별시 광진구 화양동 302-13","서울특별시 광진구 광나루로 460 (화양동)","","(주)창원씨더블유","2023-04-07 15:51:30","U","2022-12-04 00:09:00.0","주유소","207044.091525992","449207.874363233","",""
"3050000","2003305008201200003","20030725","","01","영업/정상","01","신규등록","","","","","","","","서울특별시 동대문구 청량리동 56-7 ","서울특별시 동대문구 왕산로43다길 6 (청량리동)","","동신","2013-11-11 17:23:48","I","2018-08-31 23:59:59.0","일반판매소","204092.060878611    ","453748.949543637    ","",""
"3010000","1976301007101500011","1976-05-04","","03","폐업","03","폐지","","","","","02 7526880","953","","서울특별시 중구 남대문로5가 84-17","서울특별시 중구 퇴계로 15 (남대문로5가)","","지에스칼텍스(주) 직영 역전점","2023-09-04 15:59:38","U","2022-12-09 00:06:00.0","주유소","197683.64947393","450533.125356615","",""
"3050000","2002305008201500002","20021204","","01","영업/정상","01","신규등록","","","","","029656006","526","","서울특별시 동대문구 이문동 255-119","서울특별시 동대문구 이문로 191 (이문동)","","(주)경동주유소","2022-10-18 10:33:19","U","2021-10-30 22:00:00.0","주유소","205386.3391499","455698.618208393","",""
"3190000","2002319007201500000","20021104","","03","폐업","03","폐지","20220615","","","","02 8152354","819","","서울특별시 동작구 노량진동 148-8","서울특별시 동작구 노량진로 172 (노량진동)","","(주)대성산업직영9주유소","2022-11-02 17:39:32","U","2021-11-01 00:04:00.0","주유소","195059.618060479","445706.958977345","",""
"3050000","1976305008201500011","19760524","","01","영업/정상","01","신규등록","","","","","0222441972","512","","서울특별시 동대문구 휘경동 275-6 ","서울특별시 동대문구 망우로 90 (휘경동)","","(주)안국에너지 삼원주유소","2021-06-28 14:55:17","U","2021-06-30 02:40:00.0","주유소","205518.080890579    ","454209.95759739     ","",""
"3180000","1992318007601500002","20050926","","01","영업/정상","01","신규등록","","","","","02  26357781","404","","서울특별시 영등포구 영등포동7가 94-160","서울특별시 영등포구 국회대로 665 (영등포동7가)","","성원이앤에스(주)영등포지점","2022-11-10 10:30:06","U","2021-10-31 23:02:00.0","주유소","191808.957465525","447031.432915014","",""
"3050000","1976305008201500007","19760524","","01","영업/정상","01","신규등록","","","","","02 9669190","630","","서울특별시 동대문구 청량리동 205-86","서울특별시 동대문구 홍릉로 87 (청량리동)","","(주)홍릉주유소","2022-06-28 09:51:18","U","2021-12-05 21:00:00.0","주유소","203698.354286471","453959.827645693","",""
"3050000","2006305008201500010","20060414","","01","영업/정상","01","신규등록","","","","","0222441972","512","","서울특별시 동대문구 휘경동 275-6","서울특별시 동대문구 망우로 90 (휘경동)","","(주)안국에너지 삼원주유소","2022-07-26 13:48:19","U","2021-12-06 22:08:00.0","주유소","205518.080890579","454209.95759739","",""
"3050000","1992305008201200047","19921001","","01","영업/정상","01","신규등록","","","","","02 9667474","","","서울특별시 동대문구 이문동 101-39","서울특별시 동대문구 외대역동로 138 (이문동)","02425","동양석유","2023-01-13 15:40:36","U","2022-11-30 23:06:00.0","일반판매소","205870.721417915","455195.9389813","",""
"3050000","2010305011301200001","20100608","","01","영업/정상","01","신규등록","","","","","","","","서울특별시 동대문구 제기동 135-58","서울특별시 동대문구 제기로 27 (제기동)","","(주)한솔에너지","2023-01-18 17:44:42","U","2022-11-30 22:00:00.0","일반판매소","203113.394536196","453824.476091662","",""
"3050000","2001305008201200001","20010820","","01","영업/정상","01","신규등록","","","","","","","","서울특별시 동대문구 제기동 135-152","서울특별시 동대문구 제기로 27 (제기동, 135-152))","","주식회사 미래에너지","2023-01-18 17:49:18","U","2022-11-30 22:00:00.0","일반판매소","203122.450941897","453822.477847198","",""
"3040000","1979304007301200008","1979-05-30","","01","영업/정상","01","신규등록","","","","","","","","서울특별시 광진구 중곡동 150-212","서울특별시 광진구 긴고랑로 96-1 (중곡동)","","한전석유","2023-04-05 16:08:49","U","2022-12-04 00:07:00.0","일반판매소","207533.960128014","450859.748296195","",""
"3040000","2016304016501200001","2016-07-13","","01","영업/정상","07","영업개시","","","","","4685152","339.5","","서울특별시 광진구 중곡동 187-26","서울특별시 광진구 동일로 438 (중곡동)","","(주) 동화오일","2023-10-10 16:38:59","U","2022-10-30 23:02:00.0","일반판매소","206971.027874234","451895.139121392","",""
"3050000","1994305008201500033","1994-02-21","","01","영업/정상","01","신규등록","","","","","02-2215-6543","297","","서울특별시 동대문구 휘경동 43-79","서울특별시 동대문구 한천로 263 (휘경동)","02503","열린주유소","2023-10-30 13:26:55","U","2022-11-01 00:01:00.0","주유소","205903.356713794","453543.412905266","",""
"3180000","1994318007601500019","1994-01-13","","01","영업/정상","01","신규등록","","","","","02   6765151","780","","서울특별시 영등포구 당산동 121-106","서울특별시 영등포구 버드나루로 111 (당산동)","","버드나룻길주유소","2023-10-25 11:23:36","U","2022-10-30 22:07:00.0","주유소","191786.727629467","447312.65513159","",""
"3050000","1994305008201200001","19940812","","01","영업/정상","01","신규등록","","","","","02 9260608","","","서울특별시 동대문구 신설동 39-1","서울특별시 동대문구 한빛로 25 (신설동)","","수정석유","2023-01-18 17:53:38","U","2022-11-30 22:00:00.0","일반판매소","202193.511960331","452850.635601944","",""
"3050000","2005305008201500001","20051228","","03","폐업","03","폐지","","","","","","","","서울특별시 동대문구 답십리동 36-15 6통5반 ","","","구정","2006-02-28 00:00:00","I","2018-08-31 23:59:59.0","용제판매소","205087.566812065    ","452090.417122689    ","",""
"3050000","2006305008201500011","20060725","","03","폐업","03","폐지","","","","","02 9220967","","","서울특별시 동대문구 용두동 100-1 대명랜드마크 1710호 ","","","하리켐","2010-08-09 14:12:54","I","2018-08-31 23:59:59.0","용제판매소","202929.480858008    ","452835.10567055     ","",""
"3050000","1993305008201500025","19930616","","03","폐업","03","폐지","20210627","","","","0232915151","529","","서울특별시 동대문구 용두동 729-2 용일주유소 ","서울특별시 동대문구 안암로 54, 용일주유소 (용두동)","02578","재원에너지(주) 용일주유소","2021-06-28 16:59:40","U","2021-06-30 02:40:00.0","주유소","202410.388286235    ","453236.227624898    ","",""
"3050000","1993305008201500026","19931216","","03","폐업","03","폐지","20210707","","","","0222324245","822.5","","서울특별시 동대문구 신설동 92-67 ","서울특별시 동대문구 청계천로 431 (신설동)","","능주주유소","2021-07-07 17:20:33","U","2021-07-09 02:40:00.0","주유소","202162.522822675    ","452158.56818082     ","",""
"3050000","1993305008201500027","19931216","","03","폐업","03","폐지","20000101","","","","0222165151","844.6","","서울특별시 동대문구 장안동 466-8 ","","","SK스피드주유소","2017-11-24 10:57:00","I","2018-08-31 23:59:59.0","주유소","206063.752810253    ","450990.782258934    ","",""
"3050000","1993305008201500028","19931216","","03","폐업","03","폐지","20000101","","","","02 9275276","661.8","","서울특별시 동대문구 용두동 255-51 52 ","","","유화주유소","2017-11-24 09:55:34","I","2018-08-31 23:59:59.0","주유소","202532.440558463    ","452018.964174605    ","",""
"3050000","1993305008201500029","19931216","","03","폐업","03","폐지","20120320","","","","0222152939","1242","","서울특별시 동대문구 장안동 466-11 12 ","","","동부주유소","2012-03-20 16:08:44","I","2018-08-31 23:59:59.0","주유소","205987.067570254    ","451004.764350926    ","",""
"3050000","2003305008201500036","20030718","","03","폐업","03","폐지","20170719","","","","0222427115","1162","","서울특별시 동대문구 장안동 164-2 ","","","SK글로벌(주) 공유주유소","2018-02-19 13:45:43","I","2018-08-31 23:59:59.0","주유소","205664.324409611    ","451975.036039262    ","",""
"3050000","1993305008201500030","19931216","","03","폐업","03","폐지","20000101","","","","02 9285184","1516.7","","서울특별시 동대문구 용두동 255-66 ","","","대원주유소","2017-11-24 10:56:00","I","2018-08-31 23:59:59.0","주유소","202572.480304067    ","452006.05468554     ","",""
"3050000","1994305008201200048","19940520","","03","폐업","03","폐지","20191129","","","","02 9677144","","","서울특별시 동대문구 이문동 393-10 ","서울특별시 동대문구 천장산로 52 (이문동)","","한일석유판매","2019-11-29 14:07:00","U","2019-12-01 02:40:00.0","일반판매소","205020.516298599    ","455358.018155144    ","",""
"3050000","1994305008201500032","19940201","","03","폐업","03","폐지","","","","","02 9656146","663","","서울특별시 동대문구 용두동 36-2 ","","","동성주유소","2010-12-17 16:25:17","I","2018-08-31 23:59:59.0","주유소","203263.557393993    ","452379.200327814    ","",""
"3050000","1994305008201500035","19941013","","03","폐업","03","폐지","20130614","","","","02 9645366","664.5","","서울특별시 동대문구 휘경동 333-5 7.8.12호,335-35호 ","","","경희대주유소","2013-09-02 13:46:05","I","2018-08-31 23:59:59.0","주유소","204810.671492946    ","454108.779719723    ","",""
"3050000","1999305008201200014","19990916","","03","폐업","03","폐지","20100816","","","","02 9693737","","","서울특별시 동대문구 제기동 600 ","","","경동석유","2010-08-16 11:29:15","I","2018-08-31 23:59:59.0","일반판매소","203585.755063526    ","453325.763400805    ","",""
"3050000","1999305008201200020","20021111","","03","폐업","03","폐지","20190109","","","","","","","서울특별시 동대문구 전농동 103-235 ","서울특별시 동대문구 전농로37길 37 (전농동)","","영원에너지","2019-01-09 15:20:53","U","2019-01-11 02:40:00.0","일반판매소","204470.899125264    ","453484.005774411    ","",""
"3050000","2000305008201200009","20000330","","03","폐업","03","폐지","20090601","","","","02 9286902","","","서울특별시 동대문구 용두동 220-4 ","","","한흥석유","2009-06-01 17:04:58","I","2018-08-31 23:59:59.0","일반판매소","202365.012759151    ","452898.187778769    ","",""
"3050000","2002305008201500001","20021126","","03","폐업","03","폐지","20140201","","","","0222164666","","","서울특별시 동대문구 장안동 415-15 ","","","현대오일뱅크(주)직영 한천주유소","2018-02-19 13:42:37","I","2018-08-31 23:59:59.0","주유소","205377.431831779    ","451112.370883917    ","",""
"3050000","1992305008201500021","19920430","","03","폐업","03","폐지","20000101","","","","0222166958","1035.05","","서울특별시 동대문구 답십리동 268-3 ","","","(주)강평텔레콤 강평주유소","2017-11-24 11:02:53","I","2018-08-31 23:59:59.0","주유소","204946.568459015    ","451861.665766823    ","",""
"3050000","1992305008201500019","19920420","","03","폐업","03","폐지","20000101","","","","0222164666","760","","서울특별시 동대문구 장안동 415-15 ","","","(주)석문석유","2017-11-24 11:02:12","I","2018-08-31 23:59:59.0","주유소","205377.431831779    ","451112.370883917    ","",""
"3050000","1976305008201500002","19760508","","03","폐업","03","폐지","20100428","","","","02 9262677","2161.7","","서울특별시 동대문구 신설동 92-27 92-27.36.37.62.96.1효 ","","","신설동주유소","2010-04-28 10:09:09","I","2018-08-31 23:59:59.0","주유소","","","",""
"3050000","1976305008201500009","19760524","","03","폐업","03","폐지","20000101","","","","02 9624101","797","","서울특별시 동대문구 이문동 341-32 ","","","동진상사동부주유소","2017-11-24 11:23:01","I","2018-08-31 23:59:59.0","주유소","204977.200863948    ","454465.795874125    ","",""
"3050000","1979305008201500013","19790824","","03","폐업","03","폐지","","","","","0222449572","1003","","서울특별시 동대문구 장안동 284-1 ","","","동부주유소","2006-07-21 00:00:00","I","2018-08-31 23:59:59.0","주유소","206478.001297999    ","453115.339760408    ","",""
"3050000","1983305008201200005","19830909","","03","폐업","03","폐지","","","","","02 9239883","","","서울특별시 동대문구 용두동 119-42 ","","","삼표석유","2016-06-29 15:38:24","I","2018-08-31 23:59:59.0","일반판매소","202650.009041038    ","452619.470356821    ","",""
"3050000","1992305008201500018","19920420","","03","폐업","03","폐지","20210225","","","","0222174574","447.13","","서울특별시 동대문구 장안동 430-8 신성주유소 ","서울특별시 동대문구 장한로 29, 신성주유소 (장안동)","02629","신성주유소","2021-03-29 15:28:13","U","2021-03-31 02:40:00.0","주유소","205766.058620118    ","451324.249313797    ","",""
"3050000","1985305008201500001","19850719","","03","폐업","03","폐지","20100204","20090204","20100203","","0222451829","","","서울특별시 동대문구 장안동 398-10 ","","","신아상사","2010-02-05 09:56:45","I","2018-08-31 23:59:59.0","용제판매소","205714.249735314    ","451633.697664393    ","",""
"3180000","2003318007601500008","19940423","","01","영업/정상","01","신규등록","","","","","0220687800","680","","서울특별시 영등포구 양평동4가 159-1","서울특별시 영등포구 선유로 270 (양평동4가)","","SK에너지(주) 기린주유소","2022-11-15 16:41:51","U","2021-10-31 23:07:00.0","주유소","190992.043169641","448226.051690401","",""
"3180000","2001318007601500009","20010626","","01","영업/정상","01","신규등록","","","","","26377788","","","서울특별시 영등포구 문래동3가 8-17","서울특별시 영등포구 경인로 789 (문래동3가)","","(주)지에스이앤알 모드니주유소","2022-11-16 11:09:54","U","2021-10-31 23:08:00.0","주유소","191163.996933784","445841.442864865","",""
"3050000","1976305008201500005","19760427","","01","영업/정상","06","휴지사업재개","","20120822","20121022","20121022","070 82564617","393","","서울특별시 동대문구 전농동 26-5 ","서울특별시 동대문구 전농로 121 (전농동)","","재정주유소","2022-01-20 15:24:10","U","2022-01-22 02:40:00.0","주유소","205004.411927517    ","452602.634401546    ","",""
"3050000","1993305008201500024","19930522","","01","영업/정상","06","휴지사업재개","","20110216","20110331","20110314","02-969-1144","208","","서울특별시 동대문구 이문동 97-7 15 ","서울특별시 동대문구 한천로 414 (이문동)","","동서울고속주유소","2021-08-25 14:16:11","U","2021-08-27 02:40:00.0","주유소","205938.507488273    ","455027.043547087    ","",""
"3060000","2005306007501200001","20050419","","01","영업/정상","01","신규등록","","","","","22097775","","","서울특별시 중랑구 면목동 132-21 ","서울특별시 중랑구 봉우재로 100 (면목동)","","경동에너지 판매","2016-04-07 16:28:57","I","2018-08-31 23:59:59.0","일반판매소","207375.431284156    ","454422.111811383    ","",""
"3060000","2008306009501500001","20081016","","01","영업/정상","01","신규등록","","","","","4399030","0","","서울특별시 중랑구 중화동 275-14 2통5반 3층 ","서울특별시 중랑구 동일로144가길 28-7 (중화동)","","금호티엔씨","2013-12-26 15:36:55","I","2018-08-31 23:59:59.0","용제판매소","207180.865372091    ","455899.403891159    ","",""
"3060000","2002306007501200017","20051107","","01","영업/정상","01","신규등록","","","","","02492 8229","","","서울특별시 중랑구 상봉동 129-35 ","서울특별시 중랑구 중랑천로12길 88 (상봉동)","","동부석유","2016-04-07 16:27:03","I","2018-08-31 23:59:59.0","일반판매소","206799.803684961    ","454577.218987322    ","",""
"3060000","2002306007501200019","20070418","","01","영업/정상","01","신규등록","","","","","","","","서울특별시 중랑구 중화동 322-1 ","서울특별시 중랑구 중랑천로20길 20 (중화동)","","로이에너지","2016-04-07 14:46:59","I","2018-08-31 23:59:59.0","일반판매소","206377.995331013    ","454925.007646142    ","",""
"3060000","2002306007501200021","20060711","","01","영업/정상","01","신규등록","","","","","02496 1110","","","서울특별시 중랑구 중화동 290-28 ","서울특별시 중랑구 동일로130길 49 (중화동)","","등대에너지","2016-04-07 14:49:55","I","2018-08-31 23:59:59.0","일반판매소","207228.607036559    ","455326.495942439    ","",""
